No,KoreanName,EnglishName,KCD,VCode,Support,PrimarySpecialty,RelatedSpecialties,AllSpecialties,Confidence,Reason
1295,5번 염색체 장완 31 부분의 미세결손으로 인한 가족성 만곡족,Familial clubfoot due to 5q31 microdeletion,없음,V901,의료비(급여부분),이비인후과,소아청소년과/의학유전학,소아청소년과/의학유전학; 이비인후과,중상,"소아청소년과/의학유전학: 결손, 미세결손, 염색체, deletion | 이비인후과: ot"
1294,5번 염색체 장완 31.3 부분의 미세결손으로 인한 PURA 관련 신경발달 장애,PURA-related neurodevelopmental disorders due to 5q31.3 microdeletion,없음,V900,의료비(급여부분),신경과,소아청소년과/의학유전학; 비뇨의학과,신경과; 소아청소년과/의학유전학; 비뇨의학과,중,"신경과: 신경, neu | 소아청소년과/의학유전학: 결손, 미세결손, 염색체, deletion | 비뇨의학과: uro"
1293,5번 염색체 장완 35 부분의 결손,5q35 deletion,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 결손, 염색체, deletion"
1292,5번 염색체 장완의 결손 증후군,5q deletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 염색체, syndrome"
1291,5번 염색체 장완의 말단부 삼염색체증,Distal 5q trisomy,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 삼염색체, 염색체, trisomy"
1290,5번 염색체 장완의 중복 증후군,5q duplication syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 중복, 염색체, syndrome"
1289,6번 염색체 단완의 결손 증후군,6p deletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 염색체, syndrome"
1288,6번 염색체 장완 26 부분의 미세결손 증후군,6q26 microdeletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 미세결손, 염색체"
1287,6번 염색체 장완의 결손 증후군,6q deletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 염색체, syndrome"
1286,6번 염색체 장완의 중복 증후군,6q duplication syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 중복, 염색체, syndrome"
1285,7번 염색체 단완의 결손 증후군,7p deletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 염색체, syndrome"
1284,7번 염색체 단완의 중복 증후군,7p duplication syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 중복, 염색체, syndrome"
1283,7번 염색체 장완 11.23 부분의 미세중복 증후군,7q11.23 microduplication syndrome,Q92.3,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 중복, 미세중복, 염색체"
1282,7번 염색체 장완 36 부분의 미세결손 증후군,7q36 microdeletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 미세결손, 염색체"
1281,7번 염색체 장완의 결손 증후군,7q deletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 염색체, syndrome"
1280,7번 염색체 장완의 중복 증후군,7q duplication syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 중복, 염색체, syndrome"
1279,7장완11.22 미세결손 증후군,7q 11.22 microdeletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 미세결손, syndrome"
1278,7장완36 미세중복,7q 36 microduplication,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 중복, 미세중복, duplication, microduplication"
1277,8단완단일염색체증,8p monosomy,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 단일염색체, 염색체, monosomy"
1276,8번 삼염색체 섞임증,Mosaic trisomy 8,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 삼염색체, 염색체, trisomy"
1275,8번 염색체 단완의 11.2 부분의 미세결손 증후군,8p11.2 deletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 미세결손, 염색체"
1274,8번 염색체 단완의 결손 증후군,8p deletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 염색체, syndrome"
1273,8번 염색체 단완의 역중복-결실 증후군,8p inverted duplication-deletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 중복, 염색체, syndrome"
1272,8번 염색체 단완의 중복 증후군,8p duplication syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 중복, 염색체, syndrome"
1271,8번 염색체 장완의 21.11 부분의 미세결손 증후군,8q21.11 microdeletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 미세결손, 염색체"
1270,8번 염색체 장완의 22.1 부분의 미세 결손 증후군,8q22.1 microdeletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 염색체, syndrome"
1269,8번 염색체 장완의 중복 증후군,8q duplication syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 중복, 염색체, syndrome"
1268,9번 염색체 단완의 결손,Deletion of short arm of chromosome 9,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 결손, 염색체, deletion, chromosome"
1267,9번 염색체 단완의 결손 증후군,9p deletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 염색체, syndrome"
1266,9번 염색체 단완의 사염색체증,tetrasomy 9p,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,소아청소년과/의학유전학: 염색체
1265,9번 염색체 단완의 중복,Duplication of 9p,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 중복, 염색체, duplication"
1264,9번 염색체 단완의 중복 증후군,9p duplication syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 중복, 염색체, syndrome"
1263,9번 염색체 장완의 결손 증후군,9q deletion syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 결손, 염색체, syndrome"
1262,9번 염색체 장완의 중복 증후군,9q duplication syndrome,없음,V901,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, 중복, 염색체, syndrome"
1261,ACOX1 관련 장애,Acox1 related disorder,없음,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
1260,AC글로불린결핍,AC globulin deficiency,D68.2,V009,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
1259,ADCY5 관련 이상운동증,ADCY5-related dyskinesia,없음,V900,의료비(급여부분),피부과,,피부과,중상,피부과: skin
1258,ADNP 증후군(헬스무르텔-반데르아 증후군),ADNP syndrome(Helsmoortel-VanDerAa Syndrome),Q87.8,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 증후군, syndrome"
1257,AGO1 관련 발달지연,AGO1 related developmental delay,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,소아청소년과/의학유전학: 발달지연
1256,ALS 결핍증,Acid-Labile subunit deficiency (ALSD),없음,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
1255,ARC 증후군,"Arthrogryposis, renal tubular dysfunction, and cholestasis (ARC syndrome)",없음,V900,의료비(급여부분),신장내과,소아청소년과/의학유전학,소아청소년과/의학유전학; 신장내과,중상,"소아청소년과/의학유전학: 증후군, syndrome | 신장내과: renal, tubul"
1254,ARHGEF9 관련 장애,ARHGEF9 related disorder,없음,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
1253,ARX 관련 장애,ARX related disorder,없음,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
1252,ASH1L 관련 지적발달장애,ASH1L related intellectual developmental disorder,없음,V900,의료비(급여부분),소아청소년과/의학유전학,,소아청소년과/의학유전학,하,"소아청소년과/의학유전학: 발달장애, 지적, developmental disorder"
1251,ASPM 관련 소두증,ASPM related microcephaly,없음,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
1250,ATP1A3 관련 뇌병증,ATP1A3-related encephalopathy,없음,V900,의료비(급여부분),신경과,,신경과,중상,"신경과: 뇌, 뇌병증, encephal"
1249,AUTS2 관련 장애,AUTS2 related disorder,없음,V900,의료비(급여부분),미분류,,미분류,하,미분류: 명시적 진료과 키워드 미검출
1248,A형혈우병,Haemophilia A,D66,V009,의료비(급여부분),혈액종양내과,,혈액종양내과,중상,혈액종양내과: 혈우
1247,B- 또는 T-세포에 대한 자가항체를 동반한 공통 가변성 면역결핍,Common variable immunodeficiency with autoantibodies to B-or T-cells,D83.2,V111,의료비(급여부분),류마티스내과/면역내과,,류마티스내과/면역내과,중상,류마티스내과/면역내과: 면역
1246,B-세포 수 및 기능의 현저한 이상에 의한 공통 가변성 면역결핍,Common variable immunodeficiency with predominant abnormalities of B-cell numbers and function,D83.0,V111,의료비(급여부분),류마티스내과/면역내과,,류마티스내과/면역내과,중상,류마티스내과/면역내과: 면역
1245,B-세포수가 정상이거나 감소된 중증복합면역결핍,Severe combined immunodeficiency [SCID] with low or normal B-cell numbers,D81.2,V111,의료비(급여부분),류마티스내과/면역내과,,류마티스내과/면역내과,중상,류마티스내과/면역내과: 면역
